=== Case 0 ===
  Agent: Planner
  step 0: [1:0.3580, user:0.1162, \n\n:0.0622, 俍:0.0377, 0:0.0259]
  step 19: [\n\n:0.3640, .:0.2208, .\n\n:0.0812, \n:0.0524, \n\t\n:0.0219]
  step 20: [\n\n:0.3647, .:0.2212, .\n\n:0.0814, \n:0.0525, \n\t\n:0.0206]
  step 21: [\n\n:0.3332, .:0.2290, .\n\n:0.0955, \n:0.0480, \n\t\n:0.0213]
  step 22: [\n\n:0.3381, .:0.2323, .\n\n:0.0855, \n:0.0487, .\n:0.0191]
  step 23: [\n\n:0.3043, .:0.2370, .\n\n:0.0988, \n:0.0467, .\n:0.0207]
  step 24: [\n\n:0.2903, .:0.2562, .\n\n:0.0943, \n:0.0474, .\n:0.0210]
  step 25: [\n\n:0.2913, .:0.2571, .\n\n:0.0946, \n:0.0476, .\n:0.0211]
  step 26: [\n\n:0.2917, .:0.2574, .\n\n:0.0947, \n:0.0447, .\n:0.0211]
  step 27: [.:0.2670, \n\n:0.2670, .\n\n:0.0982, \n:0.0464, .\n:0.0219]
  step 28: [.:0.2934, \n\n:0.2589, .\n\n:0.0953, \n:0.0450, .\n:0.0213]
  step 29: [.:0.2859, \n\n:0.2523, .\n\n:0.0928, \n:0.0467, .\n:0.0220]
  step 30: [.:0.2810, \n\n:0.2480, .\n\n:0.1034, \n:0.0431, .\n:0.0231]
  step 31: [.:0.3037, \n\n:0.2365, .\n\n:0.0986, \n:0.0438, .\n:0.0220]
  step 32: [.:0.2882, \n\n:0.2543, .\n\n:0.0936, \n:0.0415, ,:0.0222]
  step 33: [.:0.2984, \n\n:0.2324, .\n\n:0.0969, \n:0.0430, ,:0.0230]
  step 34: [.:0.2898, \n\n:0.2257, .\n\n:0.1066, \n:0.0417, ,:0.0238]
  step 35: [.:0.3173, \n\n:0.2181, .\n\n:0.0909, \n:0.0429, ,:0.0245]
  step 36: [.:0.3077, \n\n:0.2115, .\n\n:0.0999, \n:0.0416, ,:0.0253]
  step 37: [.:0.3158, \n\n:0.2170, .\n\n:0.1025, \n:0.0401, ,:0.0259]
  step 38: [.:0.3201, \n\n:0.2200, .\n\n:0.0917, \n:0.0407, ,:0.0263]
  step 39: [.:0.3162, \n\n:0.2173, .\n\n:0.0906, \n:0.0402, ,:0.0276]

=== Case 89 ===
  Agent: Critic
  step 0: [Human:0.6853, A:0.0301, How:0.0235, The:0.0207, In:0.0183]
  step 1: [\n\n:0.8581, \n:0.0259, .:0.0229,  the:0.0108, ,:0.0090]
  step 2: [.:0.3042, \n\n:0.2369, \n:0.0599, ,:0.0363,  for:0.0172]
  step 3: [.:0.3065, \n\n:0.1448,  .:0.0500, \n:0.0441, ,:0.0285]
  step 4: [.:0.2989, \n\n:0.2328,  .:0.0856, \n:0.0458, <space>:0.0405]
  step 5: [\n\n:0.6811, .:0.0922, \n:0.0718, .\n\n:0.0248, \n\t\n:0.0141]
  step 6: [\n\n:0.6765, .:0.0916, \n:0.0713, .\n\n:0.0279, \n\t\n:0.0140]
  step 7: [\n\n:0.6567, .:0.1007, \n:0.0692, .\n\n:0.0289, \n\t\n:0.0154]
  step 8: [\n\n:0.6517, .:0.0999, \n:0.0687, .\n\n:0.0305, \n\t\n:0.0163]
  step 9: [\n\n:0.6040, .:0.1189, \n:0.0721, .\n\n:0.0341, \n\t\n:0.0182]
  step 10: [\n\n:0.5856, .:0.1307, \n:0.0699, .\n\n:0.0352, \n\t\n:0.0177]
  step 11: [\n\n:0.5849, .:0.1305, \n:0.0699, .\n\n:0.0374, \n\t\n:0.0177]
  step 12: [\n\n:0.5492, .:0.1389, \n:0.0743, .\n\n:0.0424, \n\t\n:0.0177]
  step 13: [\n\n:0.5254, .:0.1505, \n:0.0668, .\n\n:0.0459, \n\t\n:0.0191]
  step 14: [\n\n:0.5186, .:0.1486, \n:0.0619, .\n\n:0.0482, \n\t\n:0.0189]
  step 15: [\n\n:0.5155, .:0.1477, \n:0.0616, .\n\n:0.0510, \n\t\n:0.0188]
  step 16: [\n\n:0.4982, .:0.1617, \n:0.0595, .\n\n:0.0525, \n\t\n:0.0193]
  step 17: [\n\n:0.4564, .:0.1679, \n:0.0618, .\n\n:0.0580, \n\t\n:0.0201]
  step 18: [\n\n:0.4463, .:0.1861, \n:0.0604, .\n\n:0.0567, \n\t\n:0.0196]
  step 19: [\n\n:0.4441, .:0.1851, .\n\n:0.0601, \n:0.0601, \n\t\n:0.0195]
  step 20: [\n\n:0.4118, .:0.1945, .\n\n:0.0632, \n:0.0632, \n\t\n:0.0193]
  step 21: [\n\n:0.4117, .:0.1945, .\n\n:0.0631, \n:0.0593, \n\t\n:0.0193]
  step 22: [\n\n:0.3946, .:0.1864, .\n\n:0.0686, \n:0.0605, \n\t\n:0.0185]
  step 23: [\n\n:0.3827, .:0.2049, .\n\n:0.0708, \n:0.0587, \n\t\n:0.0179]
  step 24: [\n\n:0.3576, .:0.2169, .\n\n:0.0750, \n:0.0548, \n\t\n:0.0178]
  step 25: [\n\n:0.3657, .:0.2218, .\n\n:0.0720, \n:0.0527, \n\t\n:0.0171]
  step 26: [\n\n:0.3363, .:0.2311, .\n\n:0.0750, \n:0.0549, \n\t\n:0.0167]
  step 27: [\n\n:0.3127, .:0.2436, .\n\n:0.0743, \n:0.0543, .\n:0.0166]
  step 28: [\n\n:0.3050, .:0.2375, .\n\n:0.0821, \n:0.0564, .\n:0.0172]
  step 29: [\n\n:0.3077, .:0.2396, .\n\n:0.0778, \n:0.0535, ,:0.0174]
  step 30: [\n\n:0.2903, .:0.2562, .\n\n:0.0781, \n:0.0537, ,:0.0174]
  step 31: [\n\n:0.2871, .:0.2534, .\n\n:0.0823, \n:0.0531, ,:0.0184]
  step 32: [\n\n:0.2874, .:0.2536, .\n\n:0.0823, \n:0.0532, ,:0.0184]
  step 33: [.:0.2684, \n\n:0.2684, .\n\n:0.0819, \n:0.0497, ,:0.0194]
  step 34: [.:0.2630, \n\n:0.2630, .\n\n:0.0854, \n:0.0551, ,:0.0203]
  step 35: [.:0.2646, \n\n:0.2646, .\n\n:0.0807, \n:0.0521,  to:0.0231]
  step 36: [.:0.2911, \n\n:0.2267, .\n\n:0.0834, \n:0.0538,  to:0.0239]
  step 37: [.:0.2879, \n\n:0.2242, .\n\n:0.0825, \n:0.0533,  to:0.0268]
  step 38: [.:0.2773, \n\n:0.2447, .\n\n:0.0746, \n:0.0513,  to:0.0275]
  step 39: [.:0.2907, \n\n:0.2264, .\n\n:0.0833, \n:0.0505,  to:0.0270]

=== Case 90 ===
  Agent: Critic
  step 0: [Human:0.5045, A:0.0414, Given:0.0323, In:0.0285, Question:0.0251]
  step 1: [\n\n:0.4797,  the:0.0736, .:0.0649, ::0.0538, \n:0.0446]
  step 2: [\n\n:0.2145, .:0.1474, \n:0.1301, ,:0.0479,  is:0.0397]
  step 3: [.:0.2360, \n\n:0.1622, \n:0.0676, ,:0.0527, <space>:0.0385]
  step 4: [\n\n:0.2836, .:0.2503, \n:0.0717, <space>:0.0493, ,:0.0493]
  step 5: [\n\n:0.4617, .:0.2181, \n:0.1030, .\n\n:0.0551, .\n:0.0168]
  step 6: [\n\n:0.5048, .:0.1857, \n:0.1126, .\n\n:0.0470, .\n:0.0152]
  step 7: [\n\n:0.4762, .:0.1985, \n:0.1063, .\n\n:0.0569, .\n:0.0163]
  step 8: [\n\n:0.4812, .:0.2006, \n:0.0948, .\n\n:0.0575, .\n:0.0175]
  step 9: [\n\n:0.4496, .:0.2124, \n:0.1003, .\n\n:0.0608, .\n:0.0198]
  step 10: [\n\n:0.4240, .:0.2270, \n:0.0946, .\n\n:0.0650, .\n:0.0211]
  step 11: [\n\n:0.4175, .:0.2235, \n:0.0932, .\n\n:0.0726, .\n:0.0221]
  step 12: [\n\n:0.3644, .:0.2505, \n:0.0921, .\n\n:0.0813, .\n:0.0248]
  step 13: [\n\n:0.3613, .:0.2483, \n:0.0914, .\n\n:0.0806, .\n:0.0262]
  step 14: [\n\n:0.3436, .:0.2676, .\n\n:0.0869, \n:0.0767, .\n:0.0265]
  step 15: [\n\n:0.3394, .:0.2643, .\n\n:0.0858, \n:0.0757, .\n:0.0279]
  step 16: [\n\n:0.3256, .:0.2535, .\n\n:0.0933, \n:0.0823, .\n:0.0284]
  step 17: [.:0.2893, \n\n:0.2893, .\n\n:0.0939, \n:0.0732, .\n:0.0305]
  step 18: [.:0.3028, \n\n:0.2672, .\n\n:0.0983, \n:0.0766, .\n:0.0319]
  step 19: [.:0.2949, \n\n:0.2603, .\n\n:0.0957, \n:0.0746, .\n:0.0331]
  step 20: [.:0.3020, \n\n:0.2665, .\n\n:0.0980, \n:0.0674, .\n:0.0318]
  step 21: [.:0.3113, \n\n:0.2425, .\n\n:0.1011, \n:0.0695, .\n:0.0328]
  step 22: [.:0.3320, \n\n:0.2281, .\n\n:0.0951, \n:0.0654, .\n:0.0329]
  step 23: [.:0.3297, \n\n:0.2266, .\n\n:0.0945, \n:0.0649, .\n:0.0326]
  step 24: [.:0.3177, \n\n:0.2184, .\n\n:0.1032, \n:0.0709, .\n:0.0315]
  step 25: [.:0.3350, \n\n:0.2032, .\n\n:0.0960, \n:0.0660, .\n:0.0332]
  step 26: [.:0.3392, \n\n:0.2057, .\n\n:0.0972, \n:0.0668, .\n:0.0315]
  step 27: [.:0.3331, \n\n:0.2020, .\n\n:0.0954, \n:0.0656, .\n:0.0310]
  step 28: [.:0.3399, \n\n:0.2061, .\n\n:0.0859, \n:0.0591, .\n:0.0316]
  step 29: [.:0.3365, \n\n:0.1801, .\n\n:0.0964, \n:0.0663, .\n:0.0313]
  step 30: [.:0.3545, \n\n:0.1897, .\n\n:0.0896, \n:0.0616, .\n:0.0291]
  step 31: [.:0.3450, \n\n:0.1847, .\n\n:0.0872, \n:0.0599, ,:0.0301]
  step 32: [.:0.3172, \n\n:0.1924, .\n\n:0.0909, \n:0.0625, ,:0.0334]
  step 33: [.:0.3459, \n\n:0.1634, .\n\n:0.0875, \n:0.0601,  to:0.0343]
  step 34: [.:0.3334, \n\n:0.1785, .\n\n:0.0843, \n:0.0579,  to:0.0351]
  step 35: [.:0.3165, \n\n:0.1694, .\n\n:0.0907, \n:0.0623, ,:0.0378]
  step 36: [.:0.3448, \n\n:0.1629, .\n\n:0.0769, \n:0.0599, ,:0.0363]
  step 37: [.:0.3185, \n\n:0.1705, .\n\n:0.0805, \n:0.0554, ,:0.0380]
  step 38: [.:0.3161, \n\n:0.1692, .\n\n:0.0799, \n:0.0549, ,:0.0378]
  step 39: [.:0.3093, \n\n:0.1655, .\n\n:0.0782, \n:0.0537, ,:0.0419]

=== Case 91 ===
  Agent: Critic
  step 0: [Human:0.7193, A:0.0279, Question:0.0217, Given:0.0169, Q:0.0169]
  step 1: [\n\n:0.3765,  the:0.1079, ::0.0952, .:0.0741,  to:0.0577]
  step 2: [\n\n:0.2385, .:0.1639, \n:0.1446, ::0.0344, ,:0.0323]
  step 3: [.:0.2015, \n\n:0.2015, \n:0.0952, ,:0.0397, <space>:0.0329]
  step 4: [\n\n:0.3396, .:0.2060, \n:0.0859, <space>:0.0460, ,:0.0358]
  step 5: [\n\n:0.5301, .:0.1950, \n:0.0633, .\n\n:0.0435, \n\t\n:0.0264]
  step 6: [\n\n:0.4973, .:0.2073, \n:0.0594, .\n\n:0.0463, \n\t\n:0.0281]
  step 7: [\n\n:0.4653, .:0.2198, .\n\n:0.0556, \n:0.0556, \n\t\n:0.0279]
  step 8: [\n\n:0.4687, .:0.2214, .\n\n:0.0560, \n:0.0494, \n\t\n:0.0281]
  step 9: [\n\n:0.4340, .:0.2323, .\n\n:0.0666, \n:0.0457, \n\t\n:0.0277]
  step 10: [\n\n:0.4076, .:0.2472, .\n\n:0.0708, \n:0.0430, \n\t\n:0.0277]
  step 11: [\n\n:0.3859, .:0.2652, .\n\n:0.0671, \n:0.0407, \n\t\n:0.0280]
  step 12: [\n\n:0.3983, .:0.2416, .\n\n:0.0692, \n:0.0394, \n\t\n:0.0288]
  step 13: [\n\n:0.3694, .:0.2539, .\n\n:0.0824, \n:0.0389, \n\t\n:0.0268]
  step 14: [\n\n:0.3466, .:0.2700, .\n\n:0.0876, \n:0.0322, \n\t\n:0.0267]
  step 15: [.:0.3062, \n\n:0.3062, .\n\n:0.0877, \n:0.0323, \n\t\n:0.0268]
  step 16: [\n\n:0.3182, .:0.2808, .\n\n:0.0912, \n:0.0315, ..:0.0261]
  step 17: [.:0.3007, \n\n:0.3007, .\n\n:0.0976, \n:0.0280, ..:0.0263]
  step 18: [.:0.2987, \n\n:0.2987, .\n\n:0.0970, \n:0.0278, ..:0.0261]
  step 19: [.:0.3147, \n\n:0.2778, .\n\n:0.1022, \n:0.0275, ..:0.0258]
  step 20: [.:0.2949, \n\n:0.2602, .\n\n:0.1229, ..:0.0292, \n:0.0242]
  step 21: [.:0.3003, \n\n:0.2650, .\n\n:0.1105, ..:0.0279, \n:0.0247]
  step 22: [.:0.3325, \n\n:0.2285, .\n\n:0.1223, ..:0.0273, \n:0.0241]
  step 23: [.:0.3146, \n\n:0.2162, .\n\n:0.1312, ..:0.0293, ..\n\n:0.0258]
  step 24: [.:0.3349, \n\n:0.2302, .\n\n:0.1232, ..:0.0275, ..\n\n:0.0243]
  step 25: [.:0.3348, \n\n:0.2031, .\n\n:0.1232, ..:0.0311, ..\n\n:0.0243]
  step 26: [.:0.3578, \n\n:0.1915, .\n\n:0.1316, ..:0.0276, ..\n\n:0.0229]
  step 27: [.:0.3381, \n\n:0.1810, .\n\n:0.1410, ..:0.0295, ..\n\n:0.0245]
  step 28: [.:0.3418, \n\n:0.1830, .\n\n:0.1425, ..:0.0281, ..\n\n:0.0233]
  step 29: [.:0.3403, \n\n:0.1821, .\n\n:0.1419, ..:0.0262, ..\n\n:0.0247]
  step 30: [.:0.3525, \n\n:0.1665, .\n\n:0.1469, ..:0.0272, ..\n\n:0.0240]
  step 31: [.:0.3528, \n\n:0.1667, .\n\n:0.1471, ..:0.0272, ..\n\n:0.0240]
  step 32: [.:0.3618, .\n\n:0.1508, \n\n:0.1508, ..:0.0279, .\n:0.0231]
  step 33: [.:0.3625, .\n\n:0.1511, \n\n:0.1511, ..:0.0280, .\n:0.0232]
  step 34: [.:0.3619, .\n\n:0.1509, \n\n:0.1509, ..:0.0262, .\n:0.0246]
  step 35: [.:0.3583, .\n\n:0.1494, \n\n:0.1494, ..:0.0260, .\n:0.0244]
  step 36: [.:0.3678, .\n\n:0.1533, \n\n:0.1353, .\n:0.0250, ..:0.0250]
  step 37: [.:0.3533, .\n\n:0.1669, \n\n:0.1300, .\n:0.0256, ..:0.0256]
  step 38: [.:0.3701, .\n\n:0.1543, \n\n:0.1362, .\n:0.0252, ..:0.0252]
  step 39: [.:0.3608, .\n\n:0.1704, \n\n:0.1327, .\n:0.0261, ..:0.0231]

=== Case 92 ===
  Agent: Critic
  step 0: [Human:0.5395, A:0.0502, Given:0.0269, In:0.0209, Q:0.0209]
  step 1: [\n\n:0.4353,  the:0.1247, .:0.0971, \n:0.0668,  a:0.0488]
  step 2: [.:0.2285, \n\n:0.1570, \n:0.0952, ,:0.0479,  is:0.0450]
  step 3: [.:0.2203, \n\n:0.1715, <space>:0.0434, \n:0.0434, ,:0.0434]
  step 4: [\n\n:0.3237, .:0.2225, <space>:0.0563, \n:0.0438, ,:0.0341]
  step 5: [\n\n:0.7696, .:0.0811, \n:0.0434, .\n\n:0.0263, \n\t\n:0.0091]
  step 6: [\n\n:0.8273, .:0.0599, \n:0.0321, .\n\n:0.0220, \n\t\n:0.0067]
  step 7: [\n\n:0.8061, .:0.0662, \n:0.0354, .\n\n:0.0243, \n\t\n:0.0079]
  step 8: [\n\n:0.7904, .:0.0735, \n:0.0347, .\n\n:0.0270, \n\t\n:0.0088]
  step 9: [\n\n:0.7748, .:0.0817, \n:0.0340, .\n\n:0.0300, \n\t\n:0.0086]
  step 10: [\n\n:0.7743, .:0.0816, \n:0.0340, .\n\n:0.0300, \n\t\n:0.0086]
  step 11: [\n\n:0.7507, .:0.0897, .\n\n:0.0374, \n:0.0330, \n\t\n:0.0101]
  step 12: [\n\n:0.7297, .:0.0988, .\n\n:0.0412, \n:0.0321, \n\t\n:0.0111]
  step 13: [\n\n:0.6819, .:0.1185, .\n\n:0.0494, \n:0.0339, \n\t\n:0.0125]
  step 14: [\n\n:0.6721, .:0.1168, .\n\n:0.0552, \n:0.0335, \n\t\n:0.0131]
  step 15: [\n\n:0.6704, .:0.1165, .\n\n:0.0550, \n:0.0334, \n\t\n:0.0131]
  step 16: [\n\n:0.6435, .:0.1267, .\n\n:0.0599, \n:0.0320, \n\t\n:0.0134]
  step 17: [\n\n:0.5943, .:0.1503, .\n\n:0.0710, \n:0.0335, \n\t\n:0.0140]
  step 18: [\n\n:0.5709, .:0.1636, .\n\n:0.0773, \n:0.0322, \n\t\n:0.0134]
  step 19: [\n\n:0.5477, .:0.1778, .\n\n:0.0840, \n:0.0309, \n\t\n:0.0137]
  step 20: [\n\n:0.5350, .:0.1737, .\n\n:0.0930, \n:0.0302, \n\t\n:0.0134]
  step 21: [\n\n:0.4999, .:0.1839, .\n\n:0.0984, \n:0.0320, ..\n\n:0.0133]
  step 22: [\n\n:0.4879, .:0.2034, .\n\n:0.0961, \n:0.0293, ,:0.0130]
  step 23: [\n\n:0.4685, .:0.1953, .\n\n:0.1045, \n:0.0299, ,:0.0141]
  step 24: [\n\n:0.4485, .:0.2119, .\n\n:0.1134, \n:0.0269, ,:0.0144]
  step 25: [\n\n:0.4196, .:0.2246, .\n\n:0.1202, \n:0.0286, ,:0.0163]
  step 26: [\n\n:0.4015, .:0.2435, .\n\n:0.1150, \n:0.0291, ,:0.0166]
  step 27: [\n\n:0.3923, .:0.2380, .\n\n:0.1274, \n:0.0284, ,:0.0172]
  step 28: [\n\n:0.3602, .:0.2476, .\n\n:0.1325, \n:0.0296, ,:0.0191]
  step 29: [\n\n:0.3438, .:0.2677, .\n\n:0.1265, \n:0.0282, ,:0.0206]
  step 30: [\n\n:0.3238, .:0.2857, .\n\n:0.1350, \n:0.0266, ,:0.0207]
  step 31: [.:0.2936, \n\n:0.2936, .\n\n:0.1387, \n:0.0273, ,:0.0226]
  step 32: [.:0.2864, \n\n:0.2864, .\n\n:0.1533, \n:0.0266, ,:0.0235]
  step 33: [.:0.3035, \n\n:0.2678, .\n\n:0.1434, \n:0.0265, ,:0.0249]
  step 34: [.:0.3180, \n\n:0.2806, .\n\n:0.1326, \n:0.0261, ,:0.0245]
  step 35: [.:0.3078, \n\n:0.2716, .\n\n:0.1454, ,:0.0269, \n:0.0253]
  step 36: [.:0.3291, \n\n:0.2563, .\n\n:0.1372, ,:0.0270, \n:0.0238]
  step 37: [.:0.3424, \n\n:0.2353, .\n\n:0.1427, ,:0.0281, \n:0.0248]
  step 38: [.:0.3199, \n\n:0.2491, .\n\n:0.1511, ,:0.0298, \n:0.0247]
  step 39: [.:0.3409, \n\n:0.2343, .\n\n:0.1421, ,:0.0298, \n:0.0247]

=== Case 93 ===
  Agent: Critic
  step 0: [Human:0.5246, A:0.0553, Given:0.0230, You:0.0230, In:0.0230]
  step 1: [ the:0.2903, \n\n:0.0885,  a:0.0832,  is:0.0648, <space>:0.0505]
  step 2: [<space>:0.0969,  the:0.0911, .:0.0804, \n\n:0.0709,  is:0.0519]
  step 3: [<space>:0.1823,  the:0.0809, \n\n:0.0714, \t:0.0714, \n\t\n:0.0670]
  step 4: [<space>:0.2613, \n\n:0.1023, \n\t\n:0.0961, \t:0.0703, .:0.0583]
  step 5: [<space>:0.0660, \n\n:0.0454, .:0.0376, \n:0.0293,  the:0.0243]
  step 6: [<space>:0.0591, \n\n:0.0381, .:0.0358,  th:0.0246, \n:0.0246]
  step 7: [<space>:0.0577, \n\n:0.0373, .:0.0350,  the:0.0241,  th:0.0241]
  step 8: [<space>:0.0587, \n\n:0.0356, .:0.0356,  th:0.0245,  the:0.0230]
  step 9: [<space>:0.0573, \n\n:0.0347, .:0.0347,  th:0.0254,  the:0.0239]
  step 10: [<space>:0.0585, .:0.0355, \n\n:0.0333,  th:0.0259,  the:0.0229]
  step 11: [<space>:0.0550, .:0.0355, \n\n:0.0313,  th:0.0260,  the:0.0215]
  step 12: [<space>:0.0585, .:0.0333, \n\n:0.0313,  th:0.0276,  the:0.0229]
  step 13: [<space>:0.0568, .:0.0344, \n\n:0.0304,  th:0.0286,  the:0.0222]
  step 14: [<space>:0.0545, .:0.0352,  th:0.0292, \n\n:0.0292,  the:0.0227]
  step 15: [<space>:0.0538, .:0.0347,  th:0.0307, \n\n:0.0288, ,:0.0211]
  step 16: [<space>:0.0535, .:0.0368,  th:0.0305, \n\n:0.0269,  là:0.0210]
  step 17: [<space>:0.0551, .:0.0356,  th:0.0314, \n\n:0.0260,  the:0.0216]
  step 18: [<space>:0.0528,  th:0.0341, .:0.0341, \n\n:0.0249,  là:0.0220]
  step 19: [<space>:0.0530, .:0.0342,  th:0.0322, \n\n:0.0251, ,:0.0208]
  step 20: [<space>:0.0525, .:0.0361,  th:0.0318, \n\n:0.0248, ,:0.0206]
  step 21: [<space>:0.0512, .:0.0352,  th:0.0330, \n\n:0.0227, ,:0.0213]
  step 22: [<space>:0.0498, .:0.0342,  th:0.0322, \n\n:0.0235, ,:0.0208]
  step 23: [<space>:0.0510, .:0.0351,  th:0.0329, \n\n:0.0226,  là:0.0213]
  step 24: [<space>:0.0505,  th:0.0347, .:0.0347, \n\n:0.0211, ,:0.0211]
  step 25: [<space>:0.0520,  th:0.0336, .:0.0336, \n\n:0.0217, ,:0.0204]
  step 26: [<space>:0.0500,  th:0.0366, .:0.0344,  là:0.0222, ,:0.0208]
  step 27: [<space>:0.0510,  th:0.0351, .:0.0351,  là:0.0213, ,:0.0213]
  step 28: [<space>:0.0507,  th:0.0371, .:0.0349, ,:0.0225, \n\n:0.0211]
  step 29: [<space>:0.0505,  th:0.0370, .:0.0347,  là:0.0211, ,:0.0211]
  step 30: [<space>:0.0481,  th:0.0352, .:0.0352,  là:0.0213, ,:0.0213]
  step 31: [<space>:0.0500,  th:0.0366, .:0.0344,  là:0.0222, ,:0.0222]
  step 32: [<space>:0.0489,  th:0.0358, .:0.0336,  là:0.0217, ,:0.0217]
  step 33: [<space>:0.0505,  th:0.0369, .:0.0347,  là:0.0210, ,:0.0210]
  step 34: [<space>:0.0482,  th:0.0376, .:0.0353,  là:0.0214, ,:0.0214]
  step 35: [<space>:0.0495,  th:0.0386, .:0.0362,  là:0.0220, ,:0.0220]
  step 36: [<space>:0.0486,  th:0.0378, .:0.0356,  là:0.0230, ,:0.0230]
  step 37: [<space>:0.0463,  th:0.0384, .:0.0361,  là:0.0219, ,:0.0219]
  step 38: [<space>:0.0461,  th:0.0382, .:0.0359,  là:0.0218, ,:0.0218]
  step 39: [<space>:0.0487,  th:0.0379, .:0.0356, ,:0.0230,  là:0.0216]

=== Case 94 ===
  Agent: Critic
  step 0: [<think>:1.0000, .arm:0.0000, .$.:0.0000, .ipv:0.0000,  ._:0.0000]
  step 1: [\n:1.0000, <think>:0.0000, \n\n:0.0000, <|im_end|>:0.0000, </think>:0.0000]
  step 2: [\n:0.9969, .:0.0006, <think>:0.0004, .\n:0.0003, .com:0.0002]
  step 3: [\n:0.9437, \n\n:0.0532, .:0.0016, .\n:0.0011, .\n\n:0.0002]
  step 4: [\n\n:0.5099, \n:0.3971, .:0.0326, \n\t\n:0.0288, \n\t\t\n:0.0082]
  step 5: [\n\n:0.1164,  to:0.1093, \n:0.0851, .:0.0851, ,:0.0663]
  step 6: [ to:0.1098, \n\n:0.1032, .:0.0855, \n:0.0803, ,:0.0666]
  step 7: [ to:0.1113, \n\n:0.1046, .:0.0867, \n:0.0765, ,:0.0675]
  step 8: [ to:0.1102, \n\n:0.1035, .:0.0858, \n:0.0712, ,:0.0669]
  step 9: [ to:0.1058, \n\n:0.0994, .:0.0934, \n:0.0683, ,:0.0642]
  step 10: [ to:0.1062, .:0.0937, \n\n:0.0880, \n:0.0685, ,:0.0685]
  step 11: [ to:0.0991, \n\n:0.0874, .:0.0874, ,:0.0681, \n:0.0640]
  step 12: [ to:0.0973, .:0.0914, \n\n:0.0858, ,:0.0712, \n:0.0628]
  step 13: [ to:0.0978, .:0.0919, \n\n:0.0811, ,:0.0672, \n:0.0593]
  step 14: [.:0.0911,  to:0.0911, \n\n:0.0804, ,:0.0666, \n:0.0588]
  step 15: [.:0.0903,  to:0.0903, \n\n:0.0797, ,:0.0661, \n:0.0548]
  step 16: [.:0.0969,  to:0.0855, \n\n:0.0754, ,:0.0666, \n:0.0552]
  step 17: [.:0.0919,  to:0.0811, \n\n:0.0716, ,:0.0672, \n:0.0524]
  step 18: [.:0.0922,  to:0.0814, \n\n:0.0718, ,:0.0634, \n:0.0525]
  step 19: [.:0.0924,  to:0.0815, \n\n:0.0676, ,:0.0676, \n:0.0495]
  step 20: [.:0.0934,  to:0.0774, \n\n:0.0683, ,:0.0642, \n:0.0500]
  step 21: [.:0.0911,  to:0.0756, \n\n:0.0667, ,:0.0667, \n:0.0458]
  step 22: [.:0.0934,  to:0.0774, \n\n:0.0642, ,:0.0642, \n:0.0441]
  step 23: [.:0.0888,  to:0.0736, \n\n:0.0649, ,:0.0649, \n:0.0446]
  step 24: [.:0.0887,  to:0.0691, ,:0.0649, \n\n:0.0610, \n:0.0446]
  step 25: [.:0.0862,  to:0.0715, ,:0.0672, \n\n:0.0593, \n:0.0407]
  step 26: [.:0.0885,  to:0.0690, ,:0.0648, \n\n:0.0572, \n:0.0418]
  step 27: [.:0.0907,  to:0.0663, ,:0.0663, \n\n:0.0585, \n:0.0402]
  step 28: [.:0.0919,  to:0.0631, ,:0.0631, \n\n:0.0557, \n:0.0383]
  step 29: [.:0.0902,  to:0.0660, ,:0.0660, \n\n:0.0547, \n:0.0376]
  step 30: [.:0.0877,  to:0.0641, ,:0.0641, \n\n:0.0566, \n:0.0365]
  step 31: [.:0.0872, ,:0.0679,  to:0.0638, \n\n:0.0563, \n:0.0387]
  step 32: [.:0.0894,  to:0.0654, ,:0.0654, \n\n:0.0509, \n:0.0372]
  step 33: [.:0.0877, ,:0.0642,  to:0.0603, \n\n:0.0532, \n:0.0366]
  step 34: [.:0.0926, ,:0.0636,  to:0.0598, \n\n:0.0496, \n:0.0341]
  step 35: [.:0.0905, ,:0.0622,  to:0.0584, \n\n:0.0516, \n:0.0333]
  step 36: [.:0.0891, ,:0.0652,  to:0.0576, \n\n:0.0508, \n:0.0328]
  step 37: [.:0.0922, ,:0.0634,  to:0.0596, \n\n:0.0494, \n:0.0339]
  step 38: [.:0.0908, ,:0.0624,  to:0.0551, \n\n:0.0486, \n:0.0334]
  step 39: [.:0.0889, ,:0.0611,  to:0.0574, \n\n:0.0476, \n:0.0327]

=== Case 95 ===
  Agent: Critic
  step 0: [Human:0.6167, A:0.0447, Given:0.0307, The:0.0186, In:0.0186]
  step 1: [ the:0.1893, \n\n:0.1474, ::0.1474, \n:0.1474, .:0.0696]
  step 2: [.:0.2677, \n:0.1264, \n\n:0.0720, ,:0.0437,  is:0.0410]
  step 3: [.:0.2282, \n\n:0.0741, \n:0.0577, ,:0.0509, <space>:0.0397]
  step 4: [.:0.2304, \n\n:0.1584, <space>:0.0748, \n:0.0514, ,:0.0514]
  step 5: [\n\n:0.4123, .:0.2834, \n:0.0812, .\n\n:0.0492, \n\t\n:0.0384]
  step 6: [\n\n:0.3623, .:0.3197, \n:0.0713, .\n\n:0.0556, \n\t\n:0.0382]
  step 7: [\n\n:0.3614, .:0.3190, .\n\n:0.0628, \n:0.0628, \n\t\n:0.0336]
